2025,draft,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
155,155,DET,Larry Polec,Michigan State,,,,,,,,,,,,,,,,,
156,156,DEN,Mike Marshall,McNeese State University,,,,,,,,,,,,,,,,,
157,157,ATL,Valeri Tikhonenko,,,,,,,,,,,,,,,,,,
158,158,HOU,Rick Olson,Wisconsin,,,,,,,,,,,,,,,,,
159,159,PHI,Dan Palombizio,Ball State University,,,,,,,,,,,,,,,,,
160,160,MIL,Jeff Strong,Missouri,,,,,,,,,,,,,,,,,
161,161,LAL,Mark Coleman,Mississippi Valley State University,,,,,,,,,,,,,,,,,
162,162,BOS,Tom Ivey,Boston University,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,NYK,Patrick Ewing,Georgetown,17,1183,40594,24815,11607,2215,0.504,0.152,0.74,34.3,21,9.8,1.9,126.4,0.15,2.9,50.1
2,2,IND,Wayman Tisdale,Oklahoma,12,840,23868,12878,5117,1077,0.505,0,0.76,28.4,15.3,6.1,1.3,45.7,0.092,-1.6,2.3
3,3,LAC,Benoit Benjamin,Creighton,15,807,21911,9223,6063,1070,0.497,0.048,0.721,27.2,11.4,7.5,1.3,32.7,0.072,-1.1,4.8
4,4,SEA,Xavier McDaniel,Wichita State,12,870,25201,13606,5313,1775,0.485,0.261,0.718,29,15.6,6.1,2,47.8,0.091,-0.5,9.6
5,5,ATL,Jon Koncak,SMU,11,784,16409,3520,3856,785,0.47,0.226,0.597,20.9,4.5,4.9,1,29.2,0.085,-1.2,3.3
6,6,SAC,Joe Kleine,Arkansas,15,965,14712,4666,3991,622,0.453,0.271,0.794,15.2,4.8,4.1,0.6,19.1,0.062,-3.9,-7
7,7,GSW,Chris Mullin,St. John's,16,986,32163,17911,4034,3450,0.509,0.384,0.865,32.6,18.2,4.1,3.5,93.1,0.139,3.1,41.6
8,8,DAL,Detlef Schrempf,Washington,16,1136,33597,15761,7023,3833,0.491,0.384,0.803,29.6,13.9,6.2,3.4,109.5,0.156,1.8,32.4
9,9,CLE,Charles Oakley,Virginia Union University,19,1282,40280,12417,12205,3217,0.471,0.253,0.761,31.4,9.7,9.5,2.5,89.7,0.107,-0.5,15.4
10,10,PHO,Ed Pinckney,Villanova,12,793,15698,5378,3952,727,0.535,0,0.765,19.8,6.8,5,0.9,42.7,0.13,0.3,9.2
11,11,CHI,Keith Lee,Memphis,3,182,2907,1114,861,178,0.451,0.167,0.746,16,6.1,4.7,1,3.7,0.062,-3,-0.7
12,12,WSB,Kenny Green,Wake Forest,2,60,625,265,101,16,0.412,0,0.721,10.4,4.4,1.7,0.3,-0.3,-0.022,-7.3,-0.8
13,13,UTA,Karl Malone,Louisiana Tech,19,1476,54852,36928,14968,5248,0.516,0.274,0.742,37.2,25,10.1,3.6,234.6,0.205,5.1,99
14,14,SAS,Alfredrick Hughes,Loyola Chicago,1,68,866,356,113,61,0.409,0.176,0.583,12.7,5.2,1.7,0.9,-0.5,-0.029,-5.7,-0.8
15,15,DEN,Blair Rasmussen,Oregon,8,532,11409,5119,3006,467,0.472,0.257,0.767,21.4,9.6,5.7,0.9,19,0.08,-3.2,-3.4
16,16,DAL,Bill Wennington,St. John's,13,720,9740,3301,2148,440,0.459,0.139,0.787,13.5,4.6,3,0.6,17.7,0.087,-3.7,-4.2
17,17,DAL,Uwe Blab,Indiana,5,235,1966,505,413,102,0.433,,0.608,8.4,2.1,1.8,0.4,0.4,0.009,-5.4,-1.7
18,18,DET,Joe Dumars,McNeese State University,14,1018,35139,16401,2203,4612,0.46,0.382,0.843,34.5,16.1,2.2,4.5,86.2,0.118,0.8,25.3
19,19,HOU,Steve Harris,Tulsa,5,207,2840,1440,365,238,0.434,0.05,0.842,13.7,7,1.8,1.1,3.1,0.053,-2.6,-0.4
20,20,BOS,Sam Vincent,Michigan State,7,396,7527,3106,819,1543,0.449,0.182,0.863,19,7.8,2.1,3.9,10.9,0.069,-0.8,2.2
21,21,PHI,Terry Catledge,University of South Alabama,8,515,13541,6520,3314,459,0.485,0.094,0.654,26.3,12.7,6.4,0.9,20.9,0.074,-2.6,-2
22,22,MIL,Jerry Reynolds,LSU,8,443,8379,4036,1317,904,0.418,0.226,0.749,18.9,9.1,3,2,10.5,0.06,0.6,5.4
23,23,LAL,A.C. Green,Oregon State,16,1278,36552,12331,9473,1400,0.494,0.254,0.734,28.6,9.6,7.4,1.1,99.5,0.131,-0.2,16.6
24,24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,1274,35354,15586,3872,7160,0.463,0.386,0.836,27.8,12.2,3,5.6,110.4,0.15,2.9,43.3
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
25,25,POR,Mike Smrek,Canisius,7,194,1890,554,422,49,0.431,0,0.617,9.7,2.9,2.2,0.3,0.7,0.018,-6.1,-1.9
26,26,IND,Bill Martin,Georgetown,3,84,860,397,136,58,0.449,0,0.813,10.2,4.7,1.6,0.7,0.3,0.016,-4.4,-0.5
27,27,IND,Dwayne McClain,Villanova,1,45,461,157,30,67,0.383,0.111,0.514,10.2,3.5,0.7,1.5,-0.3,-0.026,-3.8,-0.2
28,28,CHI,Ken Johnson,Michigan State,1,64,815,263,243,19,0.528,,0.435,12.7,4.1,3.8,0.3,0.8,0.044,-4.9,-0.6
29,29,SAS,Mike Brittain,South Carolina,2,38,248,63,53,7,0.5,,0.524,6.5,1.7,1.4,0.2,-0.1,-0.011,-7.6,-0.4
30,30,CLE,Calvin Duncan,VCU,,,,,,,,,,,,,,,,,
31,31,WSB,Manute Bol,University of Bridgeport,10,624,11698,1599,2647,171,0.407,0.21,0.561,18.7,2.6,4.2,0.3,12.3,0.051,-0.5,4.5
32,32,PHO,Nick Vanos,Santa Clara,2,68,842,222,240,59,0.383,0,0.561,12.4,3.3,3.5,0.9,-0.1,-0.007,-5.5,-0.7
33,33,PHI,Greg Stokes,Iowa,2,42,384,130,62,17,0.445,0,0.696,9.1,3.1,1.5,0.4,0.3,0.041,-4.1,-0.2
34,34,CHI,Aubrey Sherrod,Wichita State,,,,,,,,,,,,,,,,,
35,35,SAS,Tyrone Corbin,DePaul,16,1065,27657,9766,5046,1894,0.456,0.299,0.791,26,9.2,4.7,1.8,56.5,0.098,-0.3,12
36,36,NJN,Yvon Joseph,Georgia Tech,1,1,5,2,0,0,,,1,5,2,0,0,0,0.309,0.7,0
37,37,UTA,Carey Scurry,Long Island University,3,180,2376,847,524,192,0.48,0.25,0.666,13.2,4.7,2.9,1.1,5.3,0.107,1.7,2.2
38,38,NJN,Fernando Martín,,1,24,146,22,28,9,0.29,0,0.364,6.1,0.9,1.2,0.4,-0.4,-0.144,-10.3,-0.3
39,39,POR,George Montgomery,Illinois,,,,,,,,,,,,,,,,,
40,40,DAL,Mark Acres,Oral Roberts,6,375,5982,1343,1525,180,0.506,0.538,0.665,16,3.6,4.1,0.5,9.3,0.075,-3.3,-1.9
41,41,ATL,Lorenzo Charles,NC State,1,36,273,122,39,8,0.557,,0.667,7.6,3.4,1.1,0.2,0.5,0.086,-1.6,0
42,42,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,,,,,
43,43,DEN,Barry Stevens,Iowa State,1,2,6,2,2,0,0.5,,,3,1,1,0,0,0.157,-0.8,0
44,44,PHI,Voise Winters,Bradley,1,4,17,6,3,0,0.231,0,,4.3,1.5,0.8,0,-0.1,-0.355,-21.8,-0.1
45,45,CLE,Hot Rod Williams,Tulane,13,887,26327,9784,5998,1592,0.48,0.105,0.726,29.7,11,6.8,1.8,70.5,0.129,1,19.9
46,46,CHI,Adrian Branch,Maryland,4,130,1429,834,253,96,0.455,0.231,0.744,11,6.4,1.9,0.7,2.1,0.07,-1.9,0
47,47,NYK,Gerald Wilkins,Chattanooga,13,900,26084,11736,2646,2697,0.45,0.316,0.745,29,13,2.9,3,33.9,0.062,-1.2,5.3
,,,Round 3,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
48,48,IND,Kenny Patterson,DePaul,,,,,,,,,,,,,,,,,
49,49,GSW,Brad Wright,UCLA,2,16,145,54,54,1,0.412,0,0.429,9.1,3.4,3.4,0.1,-0.1,-0.045,-8,-0.2
50,50,DAL,Leonard Allen,San Diego State,,,,,,,,,,,,,,,,,
51,51,SAC,Charles Bradley,South Florida,,,,,,,,,,,,,,,,,
52,52,LAC,Anicet Lavodrama,Houston Baptist University,,,,,,,,,,,,,,,,,
53,53,SEA,Rolando Lamb,VCU,,,,,,,,,,,,,,,,,
54,54,HOU,Sam Mitchell,Mercer University,13,994,22257,8636,3711,1089,0.447,0.223,0.784,22.4,8.7,3.7,1.1,41.7,0.09,-2.5,-3.1
55,55,CLE,Herb Johnson,Tulsa,,,,,,,,,,,,,,,,,
56,56,PHO,Jerry Everett,Lamar,,,,,,,,,,,,,,,,,
57,57,HOU,Michael Payne,Iowa,,,,,,,,,,,,,,,,,
58,58,WSB,Vernon Moore,Creighton,,,,,,,,,,,,,,,,,
59,59,ATL,Sedric Toney,Dayton,5,112,1410,409,98,235,0.365,0.341,0.781,12.6,3.7,0.9,2.1,0,0,-5,-1.1
60,60,DET,Andre Goode,Northwestern,,,,,,,,,,,,,,,,,
61,61,POR,Perry Young,Virginia Tech,1,9,72,13,8,7,0.286,,0.5,8,1.4,0.9,0.8,-0.1,-0.047,-7.3,-0.1
62,62,NJN,Nigel Miguel,UCLA,,,,,,,,,,,,,,,,,
63,63,DAL,Harold Keeling,Santa Clara,1,20,75,44,6,10,0.436,,0.714,3.8,2.2,0.3,0.5,0.1,0.041,-2.8,0
64,64,DET,Richie Johnson,University of Evansville,,,,,,,,,,,,,,,,,
65,65,WSB,Kenny Perry,Southern Illinois,,,,,,,,,,,,,,,,,
66,66,SAC,Michael Adams,Boston College,11,653,20446,9621,1900,4209,0.415,0.332,0.849,31.3,14.7,2.9,6.4,46.9,0.11,1.9,19.9
67,67,PHI,Steve Black,La Salle,,,,,,,,,,,,,,,,,
68,68,MIL,Eugene McDowell,Florida,,,,,,,,,,,,,,,,,
69,69,CHI,Mike Brown,George Washington,11,626,10961,3130,2762,424,0.455,0.125,0.69,17.5,5,4.4,0.7,15.9,0.069,-3.6,-4.4
70,70,BOS,Andre Battle,Loyola Chicago,,,,,,,,,,,,,,,,,
,,,Round 4,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
71,71,GSW,Luster Goodwin,Texas-El Paso,,,,,,,,,,,,,,,,,
72,72,IND,Vince Hamilton,Clemson,,,,,,,,,,,,,,,,,
73,73,NYK,Fred Cofield,Eastern Michigan,2,50,496,169,51,86,0.395,0.188,0.6,9.9,3.4,1,1.7,-0.5,-0.044,-4.7,-0.3
74,74,LAC,Jim Deines,Arizona State,,,,,,,,,,,,,,,,,
75,75,SEA,Alex Stivrins,Colorado,2,22,90,44,22,4,0.465,0,0.5,4.1,2,1,0.2,-0.1,-0.043,-7.4,-0.1
76,76,SAC,Willie Simmons,Louisiana Tech,,,,,,,,,,,,,,,,,
77,77,ATL,Arvydas Sabonis,,7,470,11375,5629,3436,964,0.5,0.328,0.786,24.2,12,7.3,2.1,47.3,0.2,4.4,18.4
78,78,PHO,Granger Hall,Temple,,,,,,,,,,,,,,,,,
79,79,CLE,Mark Davis,Old Dominion,1,33,258,127,37,14,0.48,0.1,0.824,7.8,3.8,1.1,0.4,0.7,0.134,-0.5,0.1
80,80,CHI,Craig Beard,Samford University,,,,,,,,,,,,,,,,,
81,81,WSB,Richie Adams,UNLV,,,,,,,,,,,,,,,,,
82,82,SAS,Scott Roth,Wisconsin,3,160,1798,751,204,186,0.375,0.291,0.73,11.2,4.7,1.3,1.2,1.1,0.03,-3.3,-0.6
83,83,UTA,Delaney Rudd,Wake Forest,4,239,2357,816,184,519,0.413,0.257,0.761,9.9,3.4,0.8,2.2,0.7,0.014,-3.9,-1.2
84,84,ATL,John Battle,Rutgers University,10,612,10910,5338,824,1257,0.464,0.273,0.793,17.8,8.7,1.3,2.1,17.9,0.079,-2,0.1
85,85,POR,Joe Atkinson,Oklahoma State,,,,,,,,,,,,,,,,,
86,86,DAL,Bubba Jennings,Texas Tech,,,,,,,,,,,,,,,,,
87,87,DET,Spud Webb,NC State,12,814,20288,8072,1742,4342,0.452,0.314,0.848,24.9,9.9,2.1,5.3,40.2,0.095,0.2,11.5
88,88,HOU,Michael Brooks,Tennessee,,,,,,,,,,,,,,,,,
89,89,DEN,Pete Williams,Arizona,2,58,583,153,147,15,0.602,,0.425,10.1,2.6,2.5,0.3,1.4,0.112,-1.1,0.1
90,90,PHI,Derrick Gervin,Texas-San Antonio,2,77,1082,676,175,38,0.435,0.226,0.764,14.1,8.8,2.3,0.5,2.1,0.095,-1,0.3
91,91,MIL,Cozell McQueen,NC State,1,3,7,6,8,0,1,,,2.3,2,2.7,0,0.1,0.627,26.1,0
92,92,LAL,Dexter Shouse,University of South Alabama,1,3,18,0,0,2,0,0,,6,0,0,0.7,-0.1,-0.281,-12,0
93,93,BOS,Cliff Webber,Liberty,,,,,,,,,,,,,,,,,
,,,Round 5,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
94,94,IND,Kelvin Johnson,Richmond,,,,,,,,,,,,,,,,,
95,95,GSW,Greg Cavener,Missouri,,,,,,,,,,,,,,,,,
96,96,NYK,Mike Schlegel,VCU,,,,,,,,,,,,,,,,,
97,97,SEA,Lou Stefanovic,Illinois State,,,,,,,,,,,,,,,,,
98,98,SAC,Bob Lojewski,Saint Joseph's,,,,,,,,,,,,,,,,,
99,99,LAC,Wayne Carlander,USC,,,,,,,,,,,,,,,,,
100,100,ATL,Larry Hampton,Hampton,,,,,,,,,,,,,,,,,
101,101,CLE,Gunther Behnke,,,,,,,,,,,,,,,,,,
102,102,PHO,Shawn Campbell,Weber State,,,,,,,,,,,,,,,,,
103,103,CHI,Reid Gettys,Houston,,,,,,,,,,,,,,,,,
104,104,WSB,Dean Shaffer,Florida State,,,,,,,,,,,,,,,,,
105,105,UTA,Ray Hall,Canisius,,,,,,,,,,,,,,,,,
106,106,SAS,Clayton Olivier,USC,,,,,,,,,,,,,,,,,
107,107,POR,James Anderson,Union College,,,,,,,,,,,,,,,,,
108,108,NJN,Kelly Blaine,University of South Alabama,,,,,,,,,,,,,,,,,
109,109,DAL,Tommy Davis,Minnesota,,,,,,,,,,,,,,,,,
110,110,DET,Mike Lahm,Murray State,,,,,,,,,,,,,,,,,
111,111,IND,Ivan Daniels,University of Illinois at Chicago,,,,,,,,,,,,,,,,,
112,112,DEN,Kenny Brown,Texas A&M,,,,,,,,,,,,,,,,,
113,113,PHI,Carl Wright,SMU,,,,,,,,,,,,,,,,,
114,114,MIL,Ray Knight,Providence,,,,,,,,,,,,,,,,,
115,115,LAL,Timo Saarelainen,BYU,,,,,,,,,,,,,,,,,
116,116,BOS,Albert Butts,La Salle,,,,,,,,,,,,,,,,,
,,,Round 6,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
117,117,GSW,Gerald Crosby,Georgia,,,,,,,,,,,,,,,,,
118,118,IND,Stu Primus,Boston College,,,,,,,,,,,,,,,,,
119,119,NYK,Kent Lockhart,Texas-El Paso,,,,,,,,,,,,,,,,,
120,120,SAC,Charles Balentine,Arkansas,,,,,,,,,,,,,,,,,
121,121,LAC,Malcolm Thomas,Missouri,,,,,,,,,,,,,,,,,
122,122,SEA,Earl Walker,Mercer University,,,,,,,,,,,,,,,,,
123,123,ATL,Tony Duckett,Lafayette College,,,,,,,,,,,,,,,,,
124,124,PHO,Charles Rayne,Temple,,,,,,,,,,,,,,,,,
125,125,CLE,Rickie Johnson,Illinois State,,,,,,,,,,,,,,,,,
126,126,CHI,Dan Meagher,Duke,,,,,,,,,,,,,,,,,
127,127,WSB,Matt England,Houston Baptist University,,,,,,,,,,,,,,,,,
128,128,SAS,Chris Harper,Oregon,,,,,,,,,,,,,,,,,
129,129,UTA,Jim Miller,Virginia,,,,,,,,,,,,,,,,,
130,130,NJN,George Almones,Louisiana,,,,,,,,,,,,,,,,,
131,131,POR,Curtis Moore,Nebraska,,,,,,,,,,,,,,,,,
132,132,DAL,Carlton Cooper,Texas,,,,,,,,,,,,,,,,,
133,133,DET,Vincent Giles,Eastern Michigan,,,,,,,,,,,,,,,,,
134,134,HOU,Sam Potter,Oral Roberts,,,,,,,,,,,,,,,,,
135,135,DEN,Joe Carrabino,Harvard University,,,,,,,,,,,,,,,,,
136,136,PHI,Daryl Lloyd,Drake University,,,,,,,,,,,,,,,,,
137,137,MIL,Quentin Anderson,Texas Tech,,,,,,,,,,,,,,,,,
138,138,LAL,Tony Neal,Cal State Fullerton,,,,,,,,,,,,,,,,,
139,139,BOS,Ralph Lewis,La Salle,3,99,672,229,118,29,0.414,0.25,0.562,6.8,2.3,1.2,0.3,0,-0.003,-4,-0.3
,,,Round 7,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
140,140,IND,Jeff Acres,Oral Roberts,,,,,,,,,,,,,,,,,
141,141,GSW,Eric Boyd,North Carolina A&T,,,,,,,,,,,,,,,,,
142,142,NYK,Ken Bantum,Cornell,,,,,,,,,,,,,,,,,
143,143,LAC,Gary Maloncon,UCLA,,,,,,,,,,,,,,,,,
144,144,SEA,Michael Phelps,Alcorn State,3,132,1372,470,141,138,0.416,0.091,0.639,10.4,3.6,1.1,1,0.3,0.012,-3.8,-0.6
145,145,SAC,Alton Lee Gipson,Florida State,,,,,,,,,,,,,,,,,
146,146,ATL,Bob Ferry Jr.,Harvard University,,,,,,,,,,,,,,,,,
147,147,CLE,Buzz Peterson,UNC,,,,,,,,,,,,,,,,,
148,148,PHO,Georgi Glouchkov,,1,49,772,239,163,32,0.402,1,0.574,15.8,4.9,3.3,0.7,-0.5,-0.029,-6.3,-0.8
149,149,CHI,Jeff Adkins,Maryland,,,,,,,,,,,,,,,,,
150,150,WSB,Keith Gray,Detroit Mercy,,,,,,,,,,,,,,,,,
151,151,UTA,Mike Wacker,Texas,,,,,,,,,,,,,,,,,
152,152,SAS,Al Young,Virginia Tech,,,,,,,,,,,,,,,,,
153,153,POR,Mark Owen,College of Idaho,,,,,,,,,,,,,,,,,
154,154,NJN,Gary McLain,Villanova,,,,,,,,,,,,,,,,,
155,155,DAL,Ed Catchings,UNLV,,,,,,,,,,,,,,,,,
156,156,DET,Frank James,UNLV,,,,,,,,,,,,,,,,,
157,157,IND,Don Turney,Marshall,,,,,,,,,,,,,,,,,
158,158,DEN,Eddie Smith,Arizona,,,,,,,,,,,,,,,,,
159,159,PHI,Jaye Andrews,Bucknell,,,,,,,,,,,,,,,,,
160,160,MIL,Mario Elie,American International College,11,732,18654,6265,2017,1875,0.473,0.365,0.854,25.5,8.6,2.8,2.6,48.9,0.126,0.7,12.6
161,161,LAL,Keith Cieplicki,William & Mary,,,,,,,,,,,,,,,,,
162,162,BOS,Chris Remley,Rutgers University,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,HOU,Hakeem Olajuwon,Houston,18,1238,44222,26946,13748,3058,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.6,74.2
2,2,POR,Sam Bowie,Kentucky,10,511,14098,5564,3845,1075,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,-0.3,6.2
3,3,CHI,Michael Jordan,UNC,15,1072,41011,32292,6672,5633,0.497,0.327,0.835,38.3,30.1,6.2,5.3,214,0.25,9.2,116.1
4,4,DAL,Sam Perkins,UNC,17,1286,36598,15324,7666,1975,0.459,0.362,0.811,28.5,11.9,6,1.5,105.4,0.138,1.2,29.1
5,5,PHI,Charles Barkley,Auburn,16,1073,39330,23757,12546,4215,0.541,0.266,0.735,36.7,22.1,11.7,3.9,177.2,0.216,6.1,80.5
6,6,WSB,Melvin Turpin,Kentucky,5,361,6871,3071,1655,183,0.516,0.111,0.777,19,8.5,4.6,0.5,13.7,0.096,-1.3,1.2
7,7,SAS,Alvin Robertson,Arkansas,10,779,24669,10882,4066,3929,0.477,0.295,0.743,31.7,14,5.2,5,52.1,0.101,2.6,28.3
8,8,LAC,Lancaster Gordon,Louisville,4,201,2581,1125,259,294,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.4,-2.2
9,9,KCK,Otis Thorpe,Providence,17,1257,39822,17600,10370,2730,0.546,0.047,0.687,31.7,14,8.2,2.2,106.4,0.128,-0.1,19.1
10,10,PHI,Leon Wood,Cal State Fullerton,6,274,4531,1742,316,867,0.392,0.326,0.792,16.5,6.4,1.2,3.2,6.7,0.071,-1.2,0.9
11,11,ATL,Kevin Willis,Michigan State,21,1424,38362,17253,11901,1328,0.487,0.211,0.713,26.9,12.1,8.4,0.9,81.8,0.102,-2.1,-1
12,12,CLE,Tim McCormick,Michigan,8,483,10390,4030,2366,491,0.535,0.063,0.703,21.5,8.3,4.9,1,21.5,0.099,-2,0
13,13,PHO,Jay Humphries,Colorado,11,788,23062,8772,2003,4339,0.476,0.297,0.782,29.3,11.1,2.5,5.5,45,0.094,-0.1,11
14,14,LAC,Michael Cage,San Diego State,15,1140,29716,8278,8646,1057,0.515,0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,-0.2,13.7
15,15,DAL,Terence Stansbury,Temple,3,192,2984,1200,277,390,0.444,0.224,0.779,15.5,6.3,1.4,2,2.4,0.038,-3.5,-1.2
16,16,UTA,John Stockton,Gonzaga,19,1504,47764,19711,4051,15806,0.515,0.384,0.826,31.8,13.1,2.7,10.5,207.7,0.209,6.8,106.5
17,17,NJN,Jeff Turner,Vanderbilt,10,612,11244,3697,2036,635,0.467,0.344,0.769,18.4,6,3.3,1,8.9,0.038,-4.5,-7.2
18,18,IND,Vern Fleming,Georgia,12,893,24721,10125,3012,4293,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52,0.101,0.4,15.3
19,19,POR,Bernard Thompson,Fresno State,5,204,2935,1078,352,266,0.439,0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.9,-0.7
20,20,DET,Tony Campbell,Ohio State,11,690,15180,7994,2117,1019,0.456,0.254,0.79,22,11.6,3.1,1.5,20.7,0.065,-1.4,2.2
21,21,MIL,Kenny Fields,UCLA,4,184,2692,1140,464,188,0.474,0.188,0.733,14.6,6.2,2.5,1,4.2,0.074,-2.2,-0.1
22,22,PHI,Tom Sewell,Lamar,1,21,87,20,4,6,0.25,0,0.5,4.1,1,0.2,0.3,-0.4,-0.201,-12.7,-0.2
23,23,LAL,Earl Jones,University of the District of Columbia,2,14,50,13,10,4,0.385,,0.75,3.6,0.9,0.7,0.3,-0.1,-0.09,-12.4,-0.1
24,24,BOS,Michael Young,Houston,3,49,472,223,88,24,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,0,0.2
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
25,25,IND,Devin Durrant,BYU,2,63,807,317,132,85,0.414,0,0.689,12.8,5,2.1,1.3,-0.2,-0.012,-4.5,-0.5
26,26,POR,Victor Fleming,Xavier,,,,,,,,,,,,,,,,,
27,27,CLE,Ron Anderson,Fresno State,10,664,15112,7056,2312,952,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.3,2.6
28,28,SEA,Cory Blackwell,Wisconsin,1,60,551,202,96,26,0.367,0,0.509,9.2,3.4,1.6,0.4,-0.9,-0.081,-7.9,-0.8
29,29,IND,Stuart Gray,UCLA,7,386,3457,906,1020,148,0.446,0,0.663,9,2.3,2.6,0.4,3.3,0.046,-4.2,-1.9
30,30,GSW,Steve Burtt,Iona College,4,101,1121,584,92,123,0.426,0.143,0.695,11.1,5.8,0.9,1.2,0,0,-5.1,-0.9
31,31,GSW,Jay Murphy,Boston College,4,67,436,160,111,13,0.332,0,0.607,6.5,2.4,1.7,0.2,-0.5,-0.052,-8,-0.7
32,32,DET,Eric Turner,Michigan,,,,,,,,,,,,,,,,,
33,33,POR,Steve Colter,New Mexico State,8,526,9570,3319,1051,1482,0.448,0.289,0.778,18.2,6.3,2,2.8,17.3,0.087,-0.2,4.4
34,34,WSB,Tony Costner,Saint Joseph's,,,,,,,,,,,,,,,,,
35,35,GSW,Othell Wilson,Virginia,2,127,2049,535,212,424,0.454,0.176,0.746,16.1,4.2,1.7,3.3,1.4,0.032,-1.3,0.4
36,36,PHO,Charles Jones,Louisville,4,201,3009,1015,758,206,0.493,0.111,0.611,15,5,3.8,1,4.5,0.072,-0.9,0.8
37,37,CHI,Ben Coleman,Maryland,5,227,3612,1494,928,128,0.516,0,0.759,15.9,6.6,4.1,0.6,5,0.067,-3.4,-1.3
38,38,DAL,Charlie Sitton,Oregon State,1,43,304,91,60,26,0.415,0,0.52,7.1,2.1,1.4,0.6,0.1,0.008,-5.3,-0.2
39,39,SEA,Danny Young,Wake Forest,10,574,9536,2622,709,1674,0.437,0.327,0.835,16.6,4.6,1.2,2.9,20.2,0.101,0.7,6.6
40,40,DAL,Anthony Teachey,Wake Forest,,,,,,,,,,,,,,,,,
41,41,DAL,Tom Sluby,Notre Dame,1,31,151,73,12,16,0.517,0,0.619,4.9,2.4,0.4,0.5,0.2,0.052,-3.4,0
42,42,DEN,Willie White,Chattanooga,2,82,577,302,80,82,0.432,0.313,0.741,7,3.7,1,1,0.3,0.028,-2.3,0
43,43,CHI,Greg Wiltjer,Oregon State,,,,,,,,,,,,,,,,,
44,44,WSB,Fred Reynolds,Texas-El Paso,,,,,,,,,,,,,,,,,
45,45,GSW,Gary Plummer,Boston University,2,126,1439,531,307,66,0.43,0.143,0.717,11.4,4.2,2.4,0.5,0.2,0.006,-6.6,-1.7
46,46,POR,Jerome Kersey,Longwood University,17,1153,28115,11825,6339,2134,0.465,0.201,0.69,24.4,10.3,5.5,1.9,69.5,0.119,0.7,19.3
47,47,BOS,Ronnie Williams,Florida,,,,,,,,,,,,,,,,,
